url,title,rating,learning_path,topic,level,duration,students_enrolled,description,learning_tools
https://www.dicoding.com/academies/555-belajar-fundamental-analisis-data,Belajar Fundamental Analisis Data,4.83,Data Scientist,Data,Level: Menengah,70 Jam Belajar,,Level: Menengah,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Dual Core (Rekomendasi Core i3 ke atas) | Tools yang dibutuhkan untuk belajar: | Google Colaboratory
https://www.dicoding.com/academies/565-belajar-toolset-untuk-pengembangan-front-end-web,Belajar Toolset untuk Pengembangan Front-End Web,4.87,,Full Stack,Level: Mahir,65 Jam Belajar,,Level: Mahir,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Celeron (Rekomendasi Core i3 ke atas) | Tools yang dibutuhkan untuk belajar: | Teks Editor (VSCode)
https://www.dicoding.com/academies/570-belajar-dasar-manajemen-proyek,Belajar Dasar Manajemen Proyek,4.86,,Computer Science,Level: Dasar,11 Jam Belajar,,Level: Dasar,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Celeron (Rekomendasi Core i3 ke atas)
https://www.dicoding.com/academies/580-belajar-pemrograman-fungsional-dengan-haskell,Belajar Pemrograman Fungsional dengan Haskell,4.92,,Data,Level: Pemula,20 Jam Belajar,,Level: Pemula,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Dual Core (Rekomendasi Core i3 ke atas) | Tools yang dibutuhkan untuk belajar: | Web Browser (Google Chrome atau Mozilla Firefox)
https://www.dicoding.com/academies/590-belajar-penerapan-data-science,Belajar Penerapan Data Science,4.89,Data Scientist,AI,Level: Mahir,110 Jam Belajar,,+1 lainnya,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Dual Core (Rekomendasi Core i3 ke atas) | Tools yang dibutuhkan untuk belajar: | Teks Editor (VSCode)
https://www.dicoding.com/academies/600-belajar-dasar-structured-query-language-sql,Belajar Dasar Structured Query Language (SQL),4.87,Data Scientist,Data,Level: Dasar,11 Jam Belajar,,Level: Dasar,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Dual Core (Rekomendasi Core i3 ke atas) | Tools yang dibutuhkan untuk belajar: | Web Browser (Google Chrome atau Mozilla Firefox)
https://www.dicoding.com/academies/605-memulai-pemrograman-dengan-haskell,Memulai Pemrograman dengan Haskell,4.86,,Data,Level: Dasar,20 Jam Belajar,,Level: Dasar,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Dual Core (Rekomendasi Core i3 ke atas) | Tools yang dibutuhkan untuk belajar: | Web Browser (Google Chrome atau Mozilla Firefox)
https://www.dicoding.com/academies/610-menjadi-node-js-application-developer,Menjadi Node.js Application Developer,4.83,Back-End JavaScript,Full Stack,Level: Menengah,57 Jam Belajar,,Level: Menengah,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Dual Core (Rekomendasi Core i3 ke atas) | Tools yang dibutuhkan untuk belajar: | Command Line (Terminal atau cmd)
https://www.dicoding.com/academies/615-belajar-dasar-data-science,Belajar Dasar Data Science,4.84,Data Scientist,Machine Learning,Level: Dasar,11 Jam Belajar,,Level: Dasar,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Dual Core (Rekomendasi Core i3 ke atas) | Tools yang dibutuhkan untuk belajar: | Web Browser (Google Chrome atau Mozilla Firefox)
https://www.dicoding.com/academies/620-belajar-pemrograman-prosedural-dengan-python,Belajar Pemrograman Prosedural dengan Python,4.85,,Programming Language,Level: Pemula,33 Jam Belajar,,Level: Pemula,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Dual Core (Rekomendasi Core i3 ke atas) | Tools yang dibutuhkan untuk belajar: | Web Browser (Google Chrome atau Mozilla Firefox)
https://www.dicoding.com/academies/653-belajar-dasar-ai,Belajar Dasar AI,4.86,"AI Engineer ,",AI,Level: Dasar,10 Jam Belajar,,+1 lainnya,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Celeron (Rekomendasi Core i3 ke atas) | Tools yang dibutuhkan untuk belajar: | Web Browser (Google Chrome atau Mozilla Firefox)
https://www.dicoding.com/academies/658-belajar-penerapan-machine-learning-dengan-google-cloud,Belajar Penerapan Machine Learning dengan Google Cloud,4.85,,Full Stack,Level: Mahir,40 Jam Belajar,,+3 lainnya,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Celeron (Rekomendasi Core i3 ke atas) | Tools yang dibutuhkan untuk belajar: | Web Browser (Google Chrome atau Mozilla Firefox)
https://www.dicoding.com/academies/663-belajar-penerapan-machine-learning-untuk-android,Belajar Penerapan Machine Learning untuk Android,4.91,,Android,Level: Mahir,60 Jam Belajar,,+1 lainnya,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Core i3 (Rekomendasi Core i5 ke atas) | Tools yang dibutuhkan untuk belajar: | Android Studio
https://www.dicoding.com/academies/697-belajar-strategi-pengembangan-diri,Belajar Strategi Pengembangan Diri,4.88,,Softskill,Level: Dasar,12 Jam Belajar,,Level: Dasar,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Dual Core (Rekomendasi Core i3 ke atas).
https://www.dicoding.com/academies/698-dev-certification-for-machine-learning-with-tensorflow-dcml-preparation,Dev Certification for Machine Learning with Tensorflow (DCML) Preparation,,,AI,Level: Kompetensi Sertifikasi,25 Jam Belajar,,+2 lainnya,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel i3 (Recommended: Core i5 or higher) | Tools yang dibutuhkan untuk belajar: | PyCharm IDE
https://www.dicoding.com/academies/703-dev-certification-for-android-dca-preparation,Dev Certification for Android (DCA) Preparation,,,Android,Level: Kompetensi Sertifikasi,40 Jam Belajar,,Level: Kompetensi Sertifikasi,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Core i3 (Rekomendasi Core i5 ke atas) | Tools yang dibutuhkan untuk belajar: | Android Studio
https://www.dicoding.com/academies/708-belajar-fundamental-pemrosesan-data,Belajar Fundamental Pemrosesan Data,4.91,,AI,Level: Menengah,70 Jam Belajar,,+2 lainnya,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Celeron (Rekomendasi Core i3 ke atas). | Tools yang dibutuhkan untuk belajar: | PyCharm IDE
https://www.dicoding.com/academies/713-membangun-sistem-machine-learning,Membangun Sistem Machine Learning,4.88,MLOps Engineer,AI,Level: Mahir,90 Jam Belajar,,+1 lainnya,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Core I3 ke atas | Tools yang dibutuhkan untuk belajar: | Visual Studio Code
https://www.dicoding.com/academies/718-belajar-strategi-perencanaan-karier,Belajar Strategi Perencanaan Karier,4.92,,Softskill,Level: Pemula,20 Jam Belajar,,Level: Pemula,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Dual Core (Rekomendasi Core i3 ke atas).
https://www.dicoding.com/academies/743-belajar-back-end-pemula-dengan-python,Belajar Back-End Pemula dengan Python,4.82,Back-End Python,Full Stack,Level: Pemula,40 Jam Belajar,,Level: Pemula,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Dual Core (Rekomendasi Core i3 ke atas) | Tools yang dibutuhkan untuk belajar: | PyCharm IDE
https://www.dicoding.com/academies/753-prompt-engineering-untuk-software-developer,Prompt Engineering untuk Software Developer,4.87,Gen AI Engineer,AI,Level: Dasar,16 Jam Belajar,,Level: Dasar,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Celeron (Rekomendasi Core i3 ke atas) | Tools yang dibutuhkan untuk belajar: | Web Browser (Google Chrome atau Mozilla Firefox)
https://www.dicoding.com/academies/758-belajar-penerapan-machine-learning-untuk-flutter,Belajar Penerapan Machine Learning untuk Flutter,4.93,,Machine Learning,Level: Mahir,60 Jam Belajar,,Level: Mahir,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | CPU Cores 4 (Rekomendasi CPU Cores 8) | Tools yang dibutuhkan untuk belajar: | Flutter SDK
https://www.dicoding.com/academies/788-belajar-fundamental-back-end-dengan-python,Belajar Fundamental Back-End dengan Python,5.00,Back-End Python,Full Stack,Level: Menengah,65 Jam Belajar,,Level: Menengah,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Core i3 (Rekomendasi Core i5 ke atas) | Tools yang dibutuhkan untuk belajar: | PyCharm IDE
https://www.dicoding.com/academies/818-membangun-proyek-deep-learning-tingkat-mahir,Membangun Proyek Deep Learning Tingkat Mahir,4.92,AI Engineer,AI,Level: Mahir,90 Jam Belajar,,+3 lainnya,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Core I3 ke atas | Tools yang dibutuhkan untuk belajar: | PyCharm IDE
https://www.dicoding.com/academies/831-belajar-matematika-untuk-data-science,Belajar Matematika untuk Data Science,4.90,Data Scientist,AI,Level: Menengah,70 Jam Belajar,,+2 lainnya,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Dual Core (Rekomendasi Core i3 ke atas) | Tools yang dibutuhkan untuk belajar: | Web Browser (Google Chrome atau Mozilla Firefox)
https://www.dicoding.com/academies/862-ai-praktis-untuk-produktivitas,AI Praktis untuk Produktivitas,4.86,,AI,Level: Dasar,20 Jam Belajar,,+2 lainnya,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Dual Core (Rekomendasi Core i3 ke atas) | Tools yang dibutuhkan untuk belajar: | Web Browser (Google Chrome atau Mozilla Firefox)
https://www.dicoding.com/academies/867-belajar-penggunaan-generative-ai,Belajar Penggunaan Generative AI,4.86,,AI,Level: Dasar,30 Jam Belajar,,+2 lainnya,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Dual Core (Rekomendasi Core i3 ke atas) | Tools yang dibutuhkan untuk belajar: | Web Browser (Google Chrome atau Mozilla Firefox)
https://www.dicoding.com/academies/881-belajar-pemrograman-rust-untuk-pemula,Belajar Pemrograman Rust untuk Pemula,4.88,,Programming Language,Level: Pemula,40 Jam Belajar,,Level: Pemula,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Minimal Intel Dual Core (Rekomendasi Core i3 ke atas) | Tools yang dibutuhkan untuk belajar: | Visual Studio Code
https://www.dicoding.com/academies/882-belajar-penerapan-ai-di-aplikasi-web,Belajar Penerapan AI di Aplikasi Web,4.94,,Full Stack,Level: Mahir,50 Jam Belajar,,+2 lainnya,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Dual Core (Rekomendasi Core i3 ke atas) | Tools yang dibutuhkan untuk belajar: | Teks Editor (VSCode)
https://www.dicoding.com/academies/893-belajar-dasar-cyber-security,Belajar Dasar Cyber Security,4.91,,Cyber Security,Level: Dasar,20 Jam Belajar,,Level: Dasar,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Celeron (Rekomendasi Core i3 ke atas). | Tools yang dibutuhkan untuk belajar: | Web Browser (Google Chrome atau Mozilla Firefox)
https://www.dicoding.com/academies/896-belajar-fundamental-generative-ai,Belajar Fundamental Generative AI,4.90,Gen AI Engineer,AI,Level: Menengah,60 Jam Belajar,,+2 lainnya,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Core i3 ke atas. | Tools yang dibutuhkan untuk belajar: | Google Colaboratory
https://www.dicoding.com/academies/899-membangun-aplikasi-gen-ai-dengan-microsoft-azure,Membangun Aplikasi Gen AI dengan Microsoft Azure,4.86,,Generative AI,Level: Menengah,8 Jam Belajar,,Level: Menengah,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Celeron (Rekomendasi Core i3 ke atas). | Tools yang dibutuhkan untuk belajar: | Web Browser (Google Chrome atau Mozilla Firefox)
https://www.dicoding.com/academies/902-belajar-penerapan-data-science-dengan-microsoft-fabric,Belajar Penerapan Data Science dengan Microsoft Fabric,4.86,,Data Science,Level: Pemula,6 Jam Belajar,,Level: Pemula,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Celeron (Rekomendasi Core i3 ke atas)
https://www.dicoding.com/academies/906-belajar-analisis-data-untuk-pemula,Belajar Analisis Data untuk Pemula,4.92,,AI,Level: Pemula,30 Jam Belajar,,+2 lainnya,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Dual Core (Rekomendasi Core i3 ke atas). | Tools yang dibutuhkan untuk belajar: | Web Browser (Google Chrome atau Mozilla Firefox)
https://www.dicoding.com/academies/908-belajar-dasar-pengembangan-aplikasi-mobile,Belajar Dasar Pengembangan Aplikasi Mobile,4.93,"Android ,",Mobile Development,Level: Dasar,16 Jam Belajar,,Level: Dasar,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Dual Core (Rekomendasi Core i3 ke atas)
https://www.dicoding.com/academies/535-belajar-dasar-desain-ux-bagi-desainer-ui-ux-pemula,Belajar Dasar Desain UX bagi Desainer UI/UX Pemula,4.71,,UI/UX,Level: Dasar,23 Jam Belajar,,Level: Dasar,
https://www.dicoding.com/academies/525-memulai-dasar-pemrograman-bagi-pengembang-perangkat-lunak-pemula,Memulai Dasar Pemrograman Bagi Pengembang Perangkat Lunak Pemula,5.00,,Flutter,Level: Dasar,15 Jam Belajar,,Level: Dasar,
https://www.dicoding.com/academies/515-belajar-dasar-devops-bagi-insinyur-operasi-pengembang-pemula,Belajar Dasar DevOps Bagi Insinyur Operasi Pengembang Pemula,5.00,,Cloud Computing,Level: Dasar,15 Jam Belajar,,Level: Dasar,
https://www.dicoding.com/academies/428-belajar-implementasi-ci-cd,Belajar Implementasi CI/CD,4.86,DevOps Engineer,Full Stack,Level: Menengah,30 Jam Belajar,,+1 lainnya,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Dual Core (Rekomendasi Core i3 ke atas) | Tools yang dibutuhkan untuk belajar: | Command Line (Terminal atau cmd)
https://www.dicoding.com/academies/423-menjadi-linux-system-administrator,Menjadi Linux System Administrator,4.90,DevOps Engineer,Computer Science,Level: Menengah,25 Jam Belajar,,+1 lainnya,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Dual Core (Rekomendasi Core i3 ke atas) | Tools yang dibutuhkan untuk belajar: | Windows Subsystem for Linux (WSL) | Untuk pengguna Windows
https://www.dicoding.com/academies/413-belajar-fundamental-aplikasi-web-dengan-react,Belajar Fundamental Aplikasi Web dengan React,4.92,React,Full Stack,Level: Menengah,55 Jam Belajar,,+1 lainnya,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Dual Core (Rekomendasi Core i3 ke atas) | Tools yang dibutuhkan untuk belajar: | Node.js versi LTS terbaru
https://www.dicoding.com/academies/403-belajar-membuat-aplikasi-web-dengan-react,Belajar Membuat Aplikasi Web dengan React,4.90,React,Full Stack,Level: Pemula,35 Jam Belajar,,+1 lainnya,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Dual Core (Rekomendasi Core i3 ke atas) | Tools yang dibutuhkan untuk belajar: | Teks Editor (VSCode)
https://www.dicoding.com/academies/387-belajar-jaringan-komputer-untuk-pemula,Belajar Jaringan Komputer untuk Pemula,4.90,DevOps Engineer,Cloud Computing,Level: Pemula,25 Jam Belajar,,+1 lainnya,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Dual Core (Rekomendasi Core i3 ke atas) | Tools yang dibutuhkan untuk belajar: | Web Browser (Google Chrome atau Mozilla Firefox)
https://www.dicoding.com/academies/382-belajar-dasar-dasar-devops,Belajar Dasar-Dasar DevOps,4.87,DevOps Engineer,Cloud Computing,Level: Dasar,15 Jam Belajar,,+1 lainnya,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Dual Core (Rekomendasi Core i3 ke atas) | Tools yang dibutuhkan untuk belajar: | Web Browser (Google Chrome atau Mozilla Firefox)
https://www.dicoding.com/academies/352-belajar-pengembangan-aplikasi-android-intermediate,Belajar Pengembangan Aplikasi Android Intermediate,4.84,Android,Android,Level: Mahir,150 Jam Belajar,,Level: Mahir,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Core i3 (Rekomendasi Core i5 ke atas) | Tools yang dibutuhkan untuk belajar: | Android Studio | Cara instalasi akan diajarkan pada kelas ini.
https://www.dicoding.com/academies/342-belajar-membuat-aplikasi-back-end-untuk-pemula-dengan-google-cloud,Belajar Membuat Aplikasi Back-End untuk Pemula dengan Google Cloud,4.87,Google Cloud Professional,Full Stack,Level: Pemula,45 Jam Belajar,,Level: Pemula,Peralatan Belajar | Spesifikasi minimal perangkat: | Prosesor | Intel Celeron (Rekomendasi Core i3 ke atas) | Tools yang dibutuhkan untuk belajar: | Teks Editor (VSCode)
